
L, 99, 105, 37, 82, .451, 9, 24, .375, 16, 17, .941, 13, 46, 20, 2, 1, 18, 16, 41, 82, .500, 9, 23, .391, 14, 20, .700, 5, 33, 25, 9, 4, 6, 16, 
L, 94, 102, 37, 82, .451, 6, 13, .462, 14, 18, .778, 9, 40, 20, 8, 5, 14, 18, 39, 91, .429, 7, 20, .350, 17, 17, 1.000, 12, 45, 16, 5, 9, 11, 19, 
L, 104, 121, 37, 79, .468, 3, 19, .158, 27, 36, .750, 5, 34, 16, 8, 7, 8, 25, 43, 84, .512, 11, 22, .500, 24, 33, .727, 12, 49, 30, 4, 3, 11, 24, 
W, 110, 98, 44, 80, .550, 6, 17, .353, 16, 21, .762, 11, 38, 25, 8, 8, 12, 21, 37, 84, .440, 4, 15, .267, 20, 21, .952, 13, 31, 16, 6, 2, 14, 18, 
W, 109, 86, 42, 74, .568, 9, 18, .500, 16, 24, .667, 8, 44, 22, 5, 4, 14, 24, 31, 80, .388, 6, 19, .316, 18, 29, .621, 14, 40, 14, 7, 5, 13, 21, 
L, 79, 99, 28, 80, .350, 14, 29, .483, 9, 14, .643, 6, 31, 20, 6, 6, 9, 15, 43, 88, .489, 4, 15, .267, 9, 12, .750, 13, 56, 28, 2, 4, 10, 12, 
L, 91, 94, 36, 78, .462, 6, 14, .429, 13, 18, .722, 10, 44, 20, 4, 6, 18, 28, 34, 82, .415, 5, 15, .333, 21, 28, .750, 14, 42, 18, 10, 8, 10, 20, 
L, 88, 114, 31, 79, .392, 6, 21, .286, 20, 26, .769, 18, 39, 18, 5, 5, 13, 21, 42, 74, .568, 8, 13, .615, 22, 26, .846, 13, 45, 28, 7, 4, 13, 24, 
L, 91, 104, 35, 78, .449, 8, 23, .348, 13, 22, .591, 12, 38, 20, 4, 5, 13, 15, 44, 81, .543, 6, 15, .400, 10, 10, 1.000, 8, 41, 28, 9, 2, 12, 20, 
L, 81, 108, 30, 73, .411, 6, 27, .222, 15, 20, .750, 12, 47, 13, 4, 3, 19, 16, 42, 85, .494, 12, 31, .387, 12, 18, .667, 8, 35, 24, 9, 7, 7, 19, 
W, 104, 92, 37, 80, .463, 10, 23, .435, 20, 28, .714, 13, 42, 25, 9, 4, 19, 24, 36, 76, .474, 5, 22, .227, 15, 20, .750, 5, 33, 22, 13, 5, 18, 21, 
L, 110, 112, 40, 82, .488, 10, 21, .476, 20, 24, .833, 11, 45, 19, 9, 2, 15, 26, 38, 78, .487, 13, 29, .448, 23, 27, .852, 7, 34, 30, 5, 6, 12, 18, 
L, 101, 108, 40, 85, .471, 5, 26, .192, 16, 21, .762, 11, 40, 23, 6, 2, 11, 18, 42, 79, .532, 13, 21, .619, 11, 12, .917, 5, 39, 26, 2, 2, 13, 23, 
L, 87, 96, 35, 77, .455, 7, 14, .500, 10, 13, .769, 9, 39, 18, 7, 3, 16, 17, 37, 76, .487, 9, 23, .391, 13, 20, .650, 6, 32, 20, 12, 3, 11, 16, 
L, 104, 122, 42, 91, .462, 5, 11, .455, 15, 21, .714, 13, 39, 19, 8, 3, 8, 18, 49, 78, .628, 10, 16, .625, 14, 19, .737, 4, 40, 31, 4, 5, 12, 19, 
L, 86, 124, 34, 83, .410, 4, 18, .222, 14, 18, .778, 9, 34, 21, 9, 4, 19, 25, 46, 79, .582, 13, 25, .520, 19, 26, .731, 8, 46, 31, 7, 12, 19, 22, 
L, 86, 96, 37, 84, .440, 7, 18, .389, 5, 10, .500, 10, 39, 20, 7, 2, 15, 22, 36, 81, .444, 2, 11, .182, 22, 25, .880, 11, 46, 21, 9, 5, 12, 18, 
W, 89, 88, 29, 75, .387, 11, 27, .407, 20, 26, .769, 6, 39, 17, 6, 6, 14, 20, 31, 79, .392, 7, 17, .412, 19, 24, .792, 6, 45, 20, 7, 5, 13, 23, 
L, 94, 114, 34, 83, .410, 7, 27, .259, 19, 28, .679, 12, 33, 16, 7, 2, 7, 17, 46, 83, .554, 9, 17, .529, 13, 18, .722, 16, 53, 23, 6, 2, 13, 19, 
L, 87, 91, 32, 69, .464, 5, 16, .313, 18, 26, .692, 6, 35, 22, 9, 4, 12, 14, 36, 79, .456, 4, 9, .444, 15, 16, .938, 10, 41, 22, 6, 2, 10, 20, 
L, 95, 102, 33, 68, .485, 7, 21, .333, 22, 27, .815, 6, 31, 26, 8, 5, 18, 28, 36, 71, .507, 6, 14, .429, 24, 32, .750, 11, 37, 26, 9, 8, 13, 25, 
L, 96, 116, 36, 86, .419, 6, 21, .286, 18, 24, .750, 16, 40, 23, 5, 4, 14, 17, 41, 74, .554, 11, 18, .611, 23, 26, .885, 7, 42, 26, 6, 7, 12, 27, 
L, 83, 92, 33, 85, .388, 8, 24, .333, 9, 15, .600, 16, 50, 15, 5, 0, 11, 23, 33, 70, .471, 9, 29, .310, 17, 24, .708, 3, 38, 18, 8, 6, 9, 18, 
W, 100, 96, 33, 64, .516, 4, 11, .364, 30, 35, .857, 6, 34, 22, 8, 6, 17, 24, 34, 73, .466, 8, 19, .421, 20, 29, .690, 9, 36, 19, 6, 9, 14, 27, 
L, 102, 130, 39, 86, .453, 4, 13, .308, 20, 28, .714, 8, 37, 27, 13, 1, 12, 13, 52, 90, .578, 17, 33, .515, 9, 9, 1.000, 6, 45, 34, 9, 2, 16, 23, 
L, 83, 95, 36, 87, .414, 4, 24, .167, 7, 13, .538, 23, 47, 16, 7, 3, 9, 15, 40, 72, .556, 9, 23, .391, 6, 11, .545, 6, 36, 24, 3, 5, 9, 12, 
L, 99, 111, 40, 86, .465, 6, 13, .462, 13, 16, .813, 13, 47, 26, 3, 4, 13, 19, 40, 87, .460, 11, 22, .500, 20, 24, .833, 9, 41, 23, 7, 3, 8, 12, 
L, 94, 101, 34, 79, .430, 2, 13, .154, 24, 32, .750, 8, 39, 20, 13, 6, 14, 23, 35, 84, .417, 7, 22, .318, 24, 29, .828, 14, 52, 23, 5, 5, 18, 26, 
L, 104, 119, 42, 81, .519, 6, 19, .316, 14, 20, .700, 9, 37, 25, 5, 4, 18, 16, 45, 82, .549, 10, 24, .417, 19, 22, .864, 9, 36, 31, 11, 6, 13, 16, 
W</span>, 136, 130, 53, 108, .491, 6, 24, .250, 24, 29, .828, 22, 60, 30, 10, 9, 18, 34, 40, 97, .412, 8, 25, .320, 42, 54, .778, 13, 45, 24, 12, 5, 15, 24, 
