
L, 98, 101, 36, 79, .456, 6, 22, .273, 20, 30, .667, 10, 44, 25, 6, 5, 22, 28, 33, 81, .407, 6, 19, .316, 29, 33, .879, 10, 45, 9, 15, 4, 13, 24, 
L, 84, 87, 31, 85, .365, 5, 17, .294, 17, 27, .630, 22, 53, 20, 3, 1, 20, 20, 31, 83, .373, 6, 22, .273, 19, 24, .792, 16, 46, 15, 10, 10, 16, 24, 
L, 93, 104, 34, 81, .420, 4, 22, .182, 21, 27, .778, 15, 39, 12, 9, 6, 15, 25, 34, 67, .507, 9, 22, .409, 27, 35, .771, 9, 40, 16, 6, 7, 18, 23, 
L, 88, 104, 31, 82, .378, 4, 18, .222, 22, 30, .733, 19, 47, 17, 6, 3, 20, 24, 40, 78, .513, 4, 11, .364, 20, 32, .625, 11, 39, 23, 11, 3, 15, 27, 
L, 87, 97, 37, 80, .463, 1, 10, .100, 12, 18, .667, 11, 42, 14, 8, 4, 20, 22, 40, 89, .449, 7, 20, .350, 10, 14, .714, 10, 42, 22, 5, 4, 14, 18, 
L, 73, 97, 25, 85, .294, 7, 20, .350, 16, 25, .640, 17, 40, 18, 13, 4, 17, 21, 38, 72, .528, 3, 8, .375, 18, 25, .720, 11, 48, 26, 12, 6, 20, 24, 
L, 91, 115, 34, 77, .442, 3, 18, .167, 20, 24, .833, 12, 37, 20, 7, 5, 14, 24, 40, 83, .482, 10, 25, .400, 25, 29, .862, 13, 40, 23, 8, 4, 12, 20, 
L, 81, 100, 31, 77, .403, 3, 17, .176, 16, 23, .696, 9, 35, 11, 4, 6, 14, 22, 36, 80, .450, 5, 17, .294, 23, 27, .852, 13, 52, 18, 5, 1, 14, 28, 
W, 111, 105, 37, 72, .514, 9, 22, .409, 28, 39, .718, 14, 44, 23, 9, 7, 21, 19, 42, 85, .494, 5, 12, .417, 16, 20, .800, 11, 34, 19, 13, 3, 13, 30, 
L, 82, 91, 35, 91, .385, 5, 16, .313, 7, 11, .636, 16, 50, 16, 9, 4, 18, 23, 35, 76, .461, 4, 15, .267, 17, 22, .773, 7, 43, 19, 8, 5, 17, 15, 
L, 88, 102, 35, 77, .455, 8, 17, .471, 10, 16, .625, 7, 32, 18, 7, 5, 17, 18, 41, 80, .513, 9, 21, .429, 11, 14, .786, 10, 42, 24, 7, 5, 15, 19, 
L, 87, 98, 32, 81, .395, 7, 15, .467, 16, 19, .842, 6, 40, 18, 8, 5, 10, 21, 32, 79, .405, 12, 22, .545, 22, 30, .733, 14, 57, 17, 5, 6, 14, 16, 
L, 98, 105, 37, 83, .446, 8, 24, .333, 16, 20, .800, 9, 37, 27, 7, 7, 14, 25, 40, 79, .506, 5, 15, .333, 20, 33, .606, 14, 44, 24, 9, 13, 12, 20, 
L, 93, 103, 39, 78, .500, 7, 20, .350, 8, 12, .667, 9, 31, 27, 10, 6, 17, 22, 38, 75, .507, 7, 17, .412, 20, 27, .741, 13, 41, 19, 10, 4, 16, 17, 
L, 73, 95, 28, 71, .394, 4, 18, .222, 13, 29, .448, 6, 33, 17, 9, 4, 18, 19, 36, 71, .507, 5, 12, .417, 18, 22, .818, 5, 46, 24, 10, 4, 16, 24, 
W</span>, 89, 83, 33, 85, .388, 7, 17, .412, 16, 19, .842, 12, 45, 22, 8, 4, 15, 25, 31, 79, .392, 1, 13, .077, 20, 28, .714, 14, 49, 11, 4, 2, 18, 26, 
L, 101, 112, 40, 83, .482, 5, 20, .250, 16, 20, .800, 13, 39, 21, 5, 1, 11, 18, 41, 75, .547, 8, 25, .320, 22, 25, .880, 6, 30, 18, 4, 5, 8, 17, 
W, 112, 104, 39, 76, .513, 9, 18, .500, 25, 29, .862, 12, 39, 21, 6, 1, 12, 23, 37, 78, .474, 12, 27, .444, 18, 25, .720, 12, 35, 17, 8, 3, 13, 28, 
W, 109, 103, 43, 79, .544, 10, 17, .588, 13, 16, .813, 8, 39, 20, 3, 2, 11, 18, 40, 83, .482, 9, 28, .321, 14, 20, .700, 11, 40, 18, 5, 5, 8, 19, 
L, 86, 95, 33, 80, .413, 4, 11, .364, 16, 18, .889, 11, 40, 21, 5, 2, 14, 20, 40, 84, .476, 3, 16, .188, 12, 15, .800, 7, 41, 24, 7, 4, 8, 17, 
L, 98, 130, 39, 93, .419, 4, 11, .364, 16, 19, .842, 18, 39, 17, 17, 3, 16, 22, 46, 83, .554, 17, 23, .739, 21, 24, .875, 17, 50, 26, 9, 5, 21, 17, 
L</span>, 102, 112, 36, 89, .404, 8, 19, .421, 22, 30, .733, 12, 50, 20, 5, 9, 16, 32, 39, 94, .415, 3, 15, .200, 31, 38, .816, 13, 49, 26, 11, 7, 10, 26, 
L, 94, 105, 36, 82, .439, 1, 7, .143, 21, 23, .913, 11, 43, 13, 6, 5, 12, 15, 40, 85, .471, 6, 19, .316, 19, 20, .950, 11, 44, 23, 6, 6, 11, 19, 
W, 122, 101, 48, 89, .539, 13, 23, .565, 13, 15, .867, 12, 39, 35, 7, 8, 6, 27, 35, 78, .449, 4, 13, .308, 27, 33, .818, 13, 40, 13, 2, 4, 12, 20, 
W, 103, 93, 38, 84, .452, 8, 21, .381, 19, 20, .950, 11, 44, 24, 6, 6, 10, 21, 36, 85, .424, 7, 21, .333, 14, 24, .583, 12, 46, 22, 7, 11, 8, 23, 
L, 84, 100, 35, 89, .393, 6, 20, .300, 8, 11, .727, 8, 42, 17, 5, 11, 9, 17, 41, 88, .466, 8, 20, .400, 10, 12, .833, 11, 55, 24, 6, 1, 10, 15, 
L, 94, 117, 39, 84, .464, 5, 18, .278, 11, 17, .647, 11, 33, 17, 7, 2, 14, 20, 45, 71, .634, 6, 15, .400, 21, 26, .808, 6, 41, 28, 10, 8, 14, 14, 
W, 86, 82, 33, 82, .402, 8, 21, .381, 12, 15, .800, 11, 47, 19, 5, 10, 16, 17, 28, 86, .326, 7, 15, .467, 19, 20, .950, 13, 48, 12, 7, 6, 10, 18, 
L, 85, 118, 35, 94, .372, 3, 18, .167, 12, 15, .800, 17, 49, 21, 6, 8, 15, 17, 45, 86, .523, 10, 26, .385, 18, 24, .750, 10, 46, 32, 10, 7, 10, 20, 
W, 88, 85, 32, 83, .386, 10, 21, .476, 14, 18, .778, 12, 44, 19, 9, 3, 7, 18, 36, 83, .434, 2, 12, .167, 11, 16, .688, 14, 50, 16, 1, 9, 11, 17, 
L, 94, 104, 35, 75, .467, 11, 24, .458, 13, 15, .867, 8, 38, 24, 4, 7, 13, 16, 39, 83, .470, 11, 20, .550, 15, 20, .750, 11, 40, 24, 9, 7, 6, 15, 
W, 105, 103, 40, 88, .455, 9, 23, .391, 16, 20, .800, 11, 43, 25, 9, 3, 15, 18, 40, 80, .500, 7, 23, .304, 16, 23, .696, 8, 37, 16, 8, 4, 14, 19, 
L, 90, 98, 32, 76, .421, 7, 19, .368, 19, 21, .905, 8, 45, 24, 9, 4, 19, 27, 35, 77, .455, 3, 14, .214, 25, 32, .781, 7, 41, 20, 14, 4, 13, 16, 
W, 83, 80, 34, 80, .425, 8, 21, .381, 7, 9, .778, 10, 46, 17, 6, 9, 13, 17, 31, 84, .369, 7, 14, .500, 11, 15, .733, 12, 45, 13, 6, 3, 11, 12, 
W, 96, 87, 36, 81, .444, 7, 16, .438, 17, 17, 1.000, 9, 43, 15, 10, 6, 11, 15, 36, 76, .474, 4, 22, .182, 11, 14, .786, 6, 34, 21, 8, 4, 13, 19, 
L, 99, 110, 38, 86, .442, 8, 26, .308, 15, 23, .652, 12, 41, 28, 5, 3, 10, 20, 42, 81, .519, 10, 24, .417, 16, 21, .762, 10, 46, 33, 4, 6, 10, 25, 
W, 112, 101, 40, 68, .588, 8, 18, .444, 24, 31, .774, 3, 40, 22, 6, 6, 17, 20, 35, 89, .393, 6, 34, .176, 25, 31, .806, 15, 40, 18, 13, 2, 10, 27, 
L, 102, 113, 39, 81, .481, 9, 20, .450, 15, 27, .556, 8, 34, 22, 4, 3, 11, 17, 45, 83, .542, 7, 14, .500, 16, 20, .800, 8, 45, 19, 9, 1, 8, 20, 
W, 118, 103, 44, 79, .557, 8, 18, .444, 22, 29, .759, 7, 42, 22, 7, 2, 11, 24, 37, 84, .440, 7, 26, .269, 22, 35, .629, 12, 39, 16, 6, 4, 11, 22, 
L, 105, 109, 44, 89, .494, 4, 8, .500, 13, 19, .684, 11, 43, 23, 6, 1, 10, 20, 43, 80, .538, 7, 16, .438, 16, 18, .889, 3, 34, 29, 6, 6, 11, 18, 
W, 110, 89, 43, 79, .544, 9, 22, .409, 15, 19, .789, 10, 43, 27, 7, 5, 18, 22, 32, 74, .432, 4, 16, .250, 21, 31, .677, 8, 32, 15, 5, 3, 15, 19, 
L, 72, 98, 21, 73, .288, 7, 25, .280, 23, 29, .793, 7, 42, 12, 10, 9, 16, 25, 36, 83, .434, 6, 17, .353, 20, 34, .588, 14, 60, 25, 10, 4, 15, 24, 
L, 97, 112, 41, 87, .471, 5, 17, .294, 10, 12, .833, 7, 41, 22, 5, 6, 13, 23, 41, 90, .456, 8, 21, .381, 22, 24, .917, 8, 42, 31, 8, 2, 8, 19, 
W, 104, 101, 38, 81, .469, 10, 24, .417, 18, 22, .818, 8, 41, 17, 5, 1, 11, 14, 39, 91, .429, 7, 20, .350, 16, 18, .889, 14, 47, 19, 6, 3, 9, 18, 
W, 106, 99, 32, 80, .400, 7, 20, .350, 35, 53, .660, 19, 54, 20, 6, 3, 8, 23, 37, 90, .411, 5, 22, .227, 20, 26, .769, 20, 55, 15, 3, 5, 10, 36, 
L, 90, 95, 35, 73, .479, 3, 9, .333, 17, 21, .810, 6, 42, 18, 3, 3, 18, 22, 33, 88, .375, 10, 26, .385, 19, 24, .792, 14, 43, 17, 9, 5, 8, 22, 
L, 87, 102, 29, 81, .358, 10, 30, .333, 19, 28, .679, 15, 42, 19, 5, 1, 11, 27, 38, 74, .514, 2, 12, .167, 24, 37, .649, 14, 45, 25, 7, 6, 11, 22, 
L, 79, 94, 32, 78, .410, 3, 17, .176, 12, 13, .923, 11, 39, 10, 4, 5, 11, 16, 37, 84, .440, 6, 21, .286, 14, 16, .875, 15, 44, 21, 7, 3, 6, 17, 
L, 81, 103, 31, 76, .408, 12, 35, .343, 7, 14, .500, 6, 37, 22, 7, 4, 15, 20, 38, 81, .469, 10, 18, .556, 17, 22, .773, 11, 48, 24, 10, 2, 9, 20, 
W, 94, 89, 36, 74, .486, 10, 25, .400, 12, 19, .632, 10, 41, 23, 9, 1, 12, 25, 29, 67, .433, 7, 23, .304, 24, 30, .800, 5, 32, 19, 8, 2, 10, 17, 
W, 96, 79, 37, 85, .435, 6, 17, .353, 16, 25, .640, 15, 55, 23, 10, 6, 11, 14, 33, 85, .388, 4, 16, .250, 9, 13, .692, 10, 40, 21, 6, 7, 11, 15, 
W, 105, 100, 37, 87, .425, 3, 16, .188, 28, 32, .875, 11, 45, 15, 10, 7, 12, 19, 37, 80, .463, 8, 19, .421, 18, 23, .783, 7, 40, 18, 9, 5, 16, 24, 
