L</span>,102,109,37,102,.363,8,27,.296,20,29,.690,16,39,55,20,7,7,11,23,37,93,.398,13,30,.433,22,27,.815,8,41,49,28,8,6,12,21,
L</span>,101,108,34,87,.391,6,23,.261,27,35,.771,12,35,47,22,11,6,19,24,40,87,.460,7,23,.304,21,30,.700,12,41,53,27,12,8,18,27,
L,94,96,34,76,.447,7,23,.304,19,28,.679,8,31,39,25,5,1,12,21,39,87,.448,6,21,.286,12,17,.706,16,34,50,20,5,7,15,24,
L,86,98,34,97,.351,5,22,.227,13,16,.813,17,30,47,23,7,2,6,8,41,84,.488,9,21,.429,7,8,.875,10,37,47,25,4,7,13,12,
W,105,103,40,84,.476,4,15,.267,21,27,.778,13,34,47,17,11,3,18,18,39,83,.470,10,31,.323,15,19,.789,10,27,37,16,11,5,17,24,
W,95,90,35,79,.443,6,20,.300,19,23,.826,8,35,43,22,10,9,13,18,33,93,.355,11,29,.379,13,19,.684,22,33,55,21,4,7,16,18,
L,91,113,35,83,.422,8,27,.296,13,22,.591,17,24,41,23,10,3,17,19,43,80,.538,12,24,.500,15,20,.750,12,29,41,35,9,3,14,21,
L,106,117,40,89,.449,13,33,.394,13,19,.684,10,32,42,22,9,4,11,27,40,79,.506,10,22,.455,27,35,.771,9,36,45,29,9,4,14,15,
L,100,110,41,94,.436,8,25,.320,10,15,.667,14,35,49,28,5,7,11,20,42,88,.477,8,27,.296,18,24,.750,9,38,47,24,4,5,8,16,
L,105,110,40,91,.440,9,27,.333,16,26,.615,18,32,50,26,10,6,13,22,40,76,.526,8,20,.400,22,29,.759,3,34,37,29,9,4,15,18,
W,119,109,47,86,.547,10,26,.385,15,29,.517,12,30,42,25,11,6,9,22,42,83,.506,9,20,.450,16,22,.727,11,33,44,25,3,4,18,22,
W,103,80,41,91,.451,17,31,.548,4,9,.444,14,33,47,21,12,6,10,21,31,82,.378,5,29,.172,13,17,.765,10,36,46,25,4,5,17,15,
W,109,86,40,86,.465,14,33,.424,15,29,.517,16,38,54,22,9,9,11,14,38,85,.447,4,20,.200,6,10,.600,7,35,42,19,7,3,15,21,
W,97,81,38,76,.500,13,33,.394,8,14,.571,9,40,49,24,10,3,16,16,32,91,.352,10,24,.417,7,14,.500,17,30,47,18,13,4,11,15,
W,114,95,45,91,.495,12,31,.387,12,16,.750,8,41,49,21,8,3,13,27,32,75,.427,3,15,.200,28,36,.778,5,36,41,18,9,4,15,15,
W,105,104,41,87,.471,3,19,.158,20,28,.714,15,30,45,19,10,3,14,28,36,79,.456,9,21,.429,23,34,.676,13,28,41,24,6,6,17,21,
W,108,95,43,97,.443,10,21,.476,12,14,.857,18,42,60,22,9,2,15,17,38,87,.437,6,22,.273,13,18,.722,9,34,43,24,9,4,14,15,
L,103,106,38,96,.396,13,43,.302,14,18,.778,11,35,46,24,9,3,7,19,40,82,.488,10,23,.435,16,24,.667,6,43,49,27,3,3,14,13,
W,98,93,34,80,.425,11,33,.333,19,26,.731,9,35,44,27,8,3,10,10,37,88,.420,9,31,.290,10,10,1.000,9,37,46,25,6,2,13,23,
W,114,111,41,96,.427,7,21,.333,25,31,.806,17,29,46,24,10,4,8,15,47,87,.540,7,27,.259,10,14,.714,10,32,42,29,4,7,18,20,
L,94,105,34,73,.466,8,22,.364,18,23,.783,3,27,30,23,8,10,7,16,39,80,.488,8,21,.381,19,23,.826,11,36,47,23,4,7,12,18,
W,98,96,32,85,.376,13,31,.419,21,24,.875,15,34,49,17,6,5,15,17,40,89,.449,6,18,.333,10,12,.833,12,32,44,22,8,4,12,20,
W,107,89,38,88,.432,15,35,.429,16,19,.842,18,29,47,27,16,5,16,16,38,82,.463,7,28,.250,6,7,.857,10,32,42,24,10,5,22,16,
L,82,93,29,82,.354,9,35,.257,15,26,.577,20,41,61,17,6,2,18,17,37,84,.440,9,30,.300,10,14,.714,5,37,42,31,8,1,10,19,
W,128,118,49,94,.521,10,24,.417,20,24,.833,11,34,45,35,10,5,15,17,48,97,.495,6,15,.400,16,16,1.000,13,29,42,29,9,5,14,21,
L,86,101,31,86,.360,6,25,.240,18,25,.720,16,30,46,14,11,2,19,14,41,81,.506,11,17,.647,8,10,.800,9,36,45,33,6,6,20,21,
L,110,114,41,90,.456,12,34,.353,16,23,.696,14,30,44,24,5,2,14,21,43,81,.531,5,15,.333,23,29,.793,6,31,37,23,9,5,8,21,
L,95,103,35,83,.422,8,24,.333,17,23,.739,16,35,51,21,4,8,18,17,39,93,.419,9,34,.265,16,17,.941,13,34,47,19,9,4,9,20,
L,69,89,23,75,.307,2,20,.100,21,23,.913,14,24,38,15,12,5,17,16,37,78,.474,7,21,.333,8,12,.667,13,35,48,27,11,10,19,19,
W,114,101,41,82,.500,10,25,.400,22,35,.629,12,32,44,28,8,8,12,11,39,87,.448,11,32,.344,12,19,.632,11,28,39,23,10,3,13,29,
W,108,91,42,88,.477,9,20,.450,15,18,.833,14,31,45,27,7,5,6,17,35,74,.473,6,14,.429,15,23,.652,8,27,35,23,1,6,8,14,
L,109,114,43,87,.494,12,24,.500,11,15,.733,12,23,35,23,7,2,10,18,46,77,.597,12,21,.571,10,18,.556,8,29,37,28,5,4,11,15,
W,98,88,37,82,.451,4,24,.167,20,26,.769,11,40,51,23,4,4,16,16,33,85,.388,5,22,.227,17,22,.773,11,32,43,22,7,5,13,24,
L,101,112,37,79,.468,10,31,.323,17,22,.773,12,23,35,18,8,4,15,25,39,76,.513,5,12,.417,29,34,.853,9,31,40,26,6,1,15,20,
