L,94,101,39,93,.419,8,15,.533,8,15,.533,11,33,44,24,6,3,14,15,40,76,.526,11,20,.550,10,16,.625,4,36,40,25,3,6,15,18,
W</span>,111,108,40,77,.519,6,18,.333,25,30,.833,6,32,38,25,13,4,20,21,42,89,.472,7,21,.333,17,24,.708,15,26,41,21,10,6,19,26,
L,99,111,37,87,.425,3,16,.188,22,26,.846,17,34,51,20,6,2,17,34,32,80,.400,7,19,.368,40,46,.870,14,31,45,18,12,4,11,20,
W,95,88,36,74,.486,5,15,.333,18,22,.818,9,27,36,23,6,2,18,19,33,70,.471,7,20,.350,15,18,.833,4,28,32,14,9,6,17,21,
L,84,99,34,71,.479,4,15,.267,12,14,.857,7,22,29,17,5,5,18,20,38,78,.487,4,13,.308,19,21,.905,13,26,39,16,10,5,13,17,
W,108,90,42,79,.532,5,13,.385,19,25,.760,8,36,44,25,8,5,16,23,33,78,.423,10,30,.333,14,26,.538,9,24,33,17,8,3,17,24,
L,79,95,31,75,.413,4,8,.500,13,19,.684,7,25,32,19,6,4,10,20,37,76,.487,6,19,.316,15,18,.833,9,36,45,25,5,9,13,22,
L,87,103,35,82,.427,6,21,.286,11,17,.647,11,29,40,24,6,5,17,24,31,67,.463,8,15,.533,33,39,.846,9,28,37,14,12,6,13,21,
W,89,86,37,85,.435,1,13,.077,14,14,1.000,10,41,51,27,7,5,9,13,35,80,.438,10,24,.417,6,11,.545,4,36,40,25,6,8,11,17,
W,97,86,40,72,.556,4,13,.308,13,18,.722,7,42,49,30,4,4,16,20,33,87,.379,7,23,.304,13,17,.765,11,24,35,21,8,2,8,20,
W,106,102,39,81,.481,5,12,.417,23,30,.767,11,36,47,23,7,5,9,23,34,86,.395,7,23,.304,27,32,.844,16,29,45,20,7,4,11,25,
W</span>,88,81,34,88,.386,3,12,.250,17,19,.895,16,32,48,17,8,6,6,17,36,82,.439,5,18,.278,4,8,.500,7,36,43,24,3,3,14,20,
