W,93,87,38,86,.442,5,17,.294,12,23,.522,19,29,48,15,9,6,17,25,32,66,.485,3,13,.231,20,29,.690,7,26,33,15,10,7,22,27,
L,95,102,40,88,.455,7,23,.304,8,14,.571,10,32,42,15,5,6,12,25,36,77,.468,10,23,.435,20,31,.645,7,30,37,24,7,3,13,12,
W,97,90,31,78,.397,7,23,.304,28,38,.737,18,42,60,19,6,0,17,22,37,84,.440,6,17,.353,10,18,.556,6,32,38,25,7,5,13,26,
L,95,104,31,72,.431,6,21,.286,27,33,.818,13,27,40,15,4,1,15,21,41,83,.494,10,23,.435,12,14,.857,10,28,38,31,7,4,11,27,
L,90,92,35,79,.443,7,16,.438,13,15,.867,11,27,38,18,2,3,12,27,36,73,.493,3,15,.200,17,30,.567,10,27,37,24,5,8,8,19,
L,84,91,32,81,.395,6,18,.333,14,16,.875,15,27,42,16,7,6,15,22,36,78,.462,6,21,.286,13,16,.813,9,29,38,20,5,6,15,19,
W,115,91,40,83,.482,10,25,.400,25,29,.862,13,27,40,23,8,4,12,20,34,77,.442,3,18,.167,20,24,.833,12,25,37,20,7,5,14,24,
L</span>,104,110,38,114,.333,8,25,.320,20,27,.741,20,31,51,10,12,5,13,38,37,84,.440,7,26,.269,29,47,.617,13,46,59,21,8,14,23,30,
W,103,87,31,67,.463,8,15,.533,33,39,.846,9,28,37,14,12,6,13,21,35,82,.427,6,21,.286,11,17,.647,11,29,40,24,6,5,17,24,
L,80,96,29,82,.354,5,21,.238,17,22,.773,11,32,43,19,8,6,16,21,36,80,.450,7,16,.438,17,19,.895,11,37,48,21,6,5,15,21,
L</span>,110,118,42,94,.447,3,17,.176,23,31,.742,15,36,51,17,6,3,16,23,44,99,.444,15,32,.469,15,20,.750,15,31,46,25,5,6,15,25,
W,108,98,36,86,.419,14,29,.483,22,28,.786,9,32,41,24,7,9,10,23,34,76,.447,7,20,.350,23,31,.742,9,41,50,20,5,4,20,23,
W,96,88,37,78,.474,5,18,.278,17,23,.739,13,33,46,22,5,8,14,20,36,86,.419,6,17,.353,10,13,.769,9,30,39,17,6,4,14,22,
L,100,102,34,78,.436,11,26,.423,21,22,.955,9,25,34,18,4,1,15,24,39,77,.506,4,14,.286,20,22,.909,11,28,39,25,7,3,15,18,
L,83,90,28,73,.384,8,30,.267,19,32,.594,10,33,43,16,8,5,17,18,36,76,.474,9,22,.409,9,13,.692,3,33,36,24,10,4,19,30,
L,98,112,35,87,.402,8,22,.364,20,26,.769,14,28,42,18,8,6,13,20,44,87,.506,10,23,.435,14,19,.737,14,33,47,29,10,6,15,22,
L,103,112,40,77,.519,8,20,.400,15,18,.833,9,29,38,17,6,2,18,25,40,79,.506,12,29,.414,20,25,.800,9,27,36,27,11,2,12,16,
L,97,106,35,87,.402,5,19,.263,22,25,.880,11,25,36,15,7,5,8,26,37,82,.451,9,23,.391,23,32,.719,18,35,53,16,4,4,16,27,
W,106,94,40,82,.488,4,26,.154,22,25,.880,6,32,38,19,11,4,11,18,34,79,.430,9,28,.321,17,20,.850,8,32,40,22,7,3,19,23,
L,103,116,38,83,.458,10,23,.435,17,19,.895,11,27,38,23,6,3,17,18,45,82,.549,13,23,.565,13,16,.813,8,28,36,30,8,3,14,18,
W,108,100,39,82,.476,10,25,.400,20,24,.833,10,37,47,24,8,5,15,19,37,84,.440,9,23,.391,17,21,.810,12,30,42,19,7,5,17,18,
W,99,77,40,83,.482,5,15,.333,14,18,.778,7,36,43,26,5,11,11,17,31,86,.360,6,18,.333,9,12,.750,10,31,41,19,5,9,15,20,
L</span>,102,104,41,96,.427,6,26,.231,14,20,.700,16,34,50,22,10,4,15,28,37,81,.457,8,15,.533,22,34,.647,7,33,40,18,7,1,20,24,
W</span>,109,108,42,91,.462,11,21,.524,14,18,.778,14,32,46,17,9,3,15,14,46,91,.505,10,21,.476,6,10,.600,11,34,45,31,13,3,15,17,
W,104,98,36,91,.396,8,20,.400,24,29,.828,12,30,42,22,7,2,13,29,28,76,.368,7,23,.304,35,36,.972,13,34,47,17,7,7,19,28,
L,99,112,37,81,.457,7,21,.333,18,25,.720,11,29,40,21,4,5,13,21,41,91,.451,9,23,.391,21,27,.778,16,34,50,27,7,7,13,22,
W,95,83,31,73,.425,10,28,.357,23,33,.697,15,35,50,21,6,4,16,20,30,79,.380,10,19,.526,13,21,.619,13,29,42,19,11,5,16,29,
W,115,100,36,80,.450,15,32,.469,28,34,.824,13,32,45,23,8,4,14,22,39,80,.488,7,21,.333,15,20,.750,7,30,37,23,11,4,14,26,
W,85,79,29,69,.420,4,14,.286,23,31,.742,7,37,44,16,5,6,15,22,30,82,.366,2,9,.222,17,21,.810,9,36,45,17,5,4,15,21,
W,95,82,34,78,.436,7,19,.368,20,23,.870,9,30,39,27,12,4,17,18,32,74,.432,5,14,.357,13,20,.650,7,29,36,16,8,3,22,27,
W,101,88,40,79,.506,11,22,.500,10,13,.769,10,23,33,29,8,4,12,20,34,82,.415,4,12,.333,16,17,.941,16,26,42,19,7,2,17,14,
L,97,102,39,77,.506,7,22,.318,12,21,.571,7,27,34,24,5,7,13,23,38,81,.469,3,11,.273,23,27,.852,14,28,42,17,8,2,10,24,
L,79,86,30,81,.370,5,19,.263,14,18,.778,5,31,36,18,7,4,9,25,32,75,.427,1,11,.091,21,26,.808,11,42,53,17,5,8,15,19,
W,112,91,35,86,.407,11,31,.355,31,34,.912,12,43,55,25,5,10,12,30,34,86,.395,4,16,.250,19,35,.543,11,36,47,20,7,5,15,26,
