<<<<<<< HEAD
W,101,98,33,81,.407,6,19,.316,29,33,.879,10,35,45,9,15,4,13,24,36,79,.456,6,22,.273,20,30,.667,10,34,44,25,6,5,22,28,
L,81,100,29,83,.349,7,31,.226,16,19,.842,14,28,42,16,5,6,21,28,33,77,.429,8,20,.400,26,33,.788,9,35,44,21,14,2,15,21,
W,103,96,35,82,.427,2,18,.111,31,37,.838,10,31,41,20,8,4,15,22,32,80,.400,14,37,.378,18,22,.818,12,31,43,21,11,3,23,23,
W,107,93,43,79,.544,5,13,.385,16,23,.696,10,34,44,28,10,5,23,17,36,85,.424,9,23,.391,12,14,.857,11,25,36,17,12,2,21,16,
W,119,110,37,82,.451,6,17,.353,39,44,.886,17,35,52,22,9,9,13,22,39,91,.429,11,31,.355,21,27,.778,16,26,42,22,10,6,13,27,
W</span>,106,105,41,92,.446,6,20,.300,18,22,.818,16,42,58,21,7,8,17,20,40,88,.455,12,29,.414,13,26,.500,7,34,41,23,5,7,12,19,
L,103,111,35,75,.467,6,16,.375,27,33,.818,8,27,35,27,12,3,22,29,39,86,.453,6,28,.214,27,34,.794,18,32,50,30,15,4,22,23,
L,115,116,41,80,.513,9,22,.409,24,28,.857,13,35,48,20,4,3,19,17,45,94,.479,14,23,.609,12,14,.857,9,22,31,26,12,5,7,22,
W,92,79,34,82,.415,5,17,.294,19,27,.704,12,39,51,17,7,6,11,19,30,86,.349,8,22,.364,11,15,.733,14,38,52,18,7,6,16,21,
W,115,113,38,93,.409,13,27,.481,26,32,.813,19,34,53,24,6,6,12,27,40,83,.482,8,23,.348,25,43,.581,10,35,45,24,7,6,11,22,
W,105,91,41,79,.519,4,19,.211,19,29,.655,9,40,49,25,7,7,17,17,38,92,.413,8,28,.286,7,15,.467,10,31,41,26,9,2,10,20,
W,95,73,36,71,.507,5,12,.417,18,22,.818,5,41,46,24,10,4,16,24,28,71,.394,4,18,.222,13,29,.448,6,27,33,17,9,4,18,19,
W,94,88,39,84,.464,4,15,.267,12,15,.800,11,40,51,24,5,6,16,17,36,92,.391,7,27,.259,9,14,.643,12,33,45,19,11,3,12,16,
W</span>,113,112,36,92,.391,6,18,.333,35,42,.833,11,42,53,16,8,9,12,22,42,95,.442,8,26,.308,20,29,.690,12,39,51,20,4,6,15,28,
W,113,103,49,87,.563,9,19,.474,6,9,.667,8,35,43,26,8,10,15,22,37,89,.416,9,29,.310,20,26,.769,15,31,46,22,12,2,12,14,
W,97,95,36,83,.434,7,20,.350,18,20,.900,10,37,47,21,5,5,15,20,35,89,.393,10,29,.345,15,19,.789,13,28,41,24,9,5,8,18,
L,104,111,39,89,.438,5,11,.455,21,24,.875,13,30,43,11,7,7,13,23,44,98,.449,8,23,.348,15,17,.882,16,31,47,22,7,7,11,16,
W,109,95,39,77,.506,7,21,.333,24,30,.800,7,34,41,20,9,11,14,22,33,88,.375,3,16,.188,26,34,.765,19,30,49,19,9,3,16,21,
W,118,94,47,77,.610,5,13,.385,19,20,.950,10,36,46,27,6,8,18,24,34,85,.400,7,21,.333,19,21,.905,9,20,29,13,9,4,13,18,
W,101,92,38,86,.442,4,18,.222,21,28,.750,10,44,54,27,8,7,16,19,31,87,.356,9,26,.346,21,27,.778,12,33,45,24,10,5,15,22,
W,116,100,40,71,.563,9,18,.500,27,33,.818,8,34,42,22,8,5,21,27,34,81,.420,6,15,.400,26,34,.765,9,24,33,17,11,3,12,25,
W,122,97,47,99,.475,8,25,.320,20,23,.870,20,39,59,34,14,8,14,25,36,87,.414,7,25,.280,18,31,.581,15,26,41,26,7,4,19,17,
W,101,98,39,87,.448,5,19,.263,18,20,.900,11,34,45,23,10,7,13,19,37,82,.451,7,24,.292,17,26,.654,9,36,45,19,7,2,14,18,
W,105,93,43,88,.489,5,22,.227,14,20,.700,12,41,53,19,10,5,18,22,36,87,.414,5,19,.263,16,22,.727,13,30,43,25,9,3,15,20,
W,107,95,43,84,.512,9,15,.600,12,14,.857,8,35,43,26,12,7,16,27,29,77,.377,8,29,.276,29,39,.744,11,29,40,20,8,6,16,16,
W,113,100,43,88,.489,12,27,.444,15,18,.833,10,38,48,22,6,9,12,23,35,82,.427,9,19,.474,21,26,.808,7,30,37,25,7,4,11,18,
L,98,104,28,76,.368,7,23,.304,35,36,.972,13,34,47,17,7,7,19,28,36,91,.396,8,20,.400,24,29,.828,12,30,42,22,7,2,13,29,
W,123,94,45,84,.536,13,24,.542,20,26,.769,8,38,46,32,8,3,10,21,38,90,.422,6,23,.261,12,19,.632,12,30,42,23,5,2,12,22,
W,89,85,33,80,.413,8,25,.320,15,24,.625,10,38,48,19,2,5,11,18,30,80,.375,9,23,.391,16,20,.800,9,34,43,20,5,5,8,18,
W,117,86,47,82,.573,10,22,.455,13,16,.813,4,45,49,28,6,5,10,24,31,85,.365,7,28,.250,17,31,.548,11,27,38,8,4,4,9,14,
L,94,98,36,82,.439,3,14,.214,19,26,.731,10,42,52,15,3,4,10,20,36,91,.396,8,33,.242,18,21,.857,10,33,43,26,5,3,6,22,
L,93,95,34,68,.500,9,22,.409,16,19,.842,6,27,33,20,9,6,21,23,31,70,.443,9,24,.375,24,31,.774,9,25,34,16,13,2,19,20,
W,115,111,40,83,.482,8,24,.333,27,28,.964,10,35,45,22,7,8,22,29,43,94,.457,7,20,.350,18,29,.621,9,31,40,25,12,1,15,24,
W,119,96,43,83,.518,9,19,.474,24,31,.774,12,31,43,28,10,5,9,16,35,80,.438,11,23,.478,15,24,.625,12,25,37,23,5,6,15,26,
L,101,112,35,89,.393,6,34,.176,25,31,.806,15,25,40,18,13,2,10,27,40,68,.588,8,18,.444,24,31,.774,3,37,40,22,6,6,17,20,
L,88,101,30,85,.353,6,24,.250,22,27,.815,8,38,46,11,8,10,12,20,37,90,.411,14,31,.452,13,18,.722,12,41,53,24,7,4,12,26,
W,101,85,35,86,.407,10,25,.400,21,27,.778,21,37,58,24,6,7,17,16,32,81,.395,12,31,.387,9,14,.643,13,27,40,22,7,4,15,23,
L,87,90,33,81,.407,5,21,.238,16,20,.800,12,33,45,12,5,5,19,27,32,80,.400,4,14,.286,22,27,.815,11,32,43,19,8,3,13,21,
W,104,92,38,82,.463,6,25,.240,22,25,.880,10,37,47,18,11,8,15,26,33,82,.402,12,34,.353,14,21,.667,10,32,42,20,4,5,17,20,
W,127,121,47,81,.580,9,22,.409,24,33,.727,12,29,41,23,13,4,17,26,43,82,.524,16,27,.593,19,34,.559,12,21,33,22,10,1,17,29,
W,108,93,39,86,.453,9,21,.429,21,30,.700,17,28,45,23,13,4,16,24,33,77,.429,5,17,.294,22,28,.786,14,30,44,17,7,6,20,22,
W,105,97,42,87,.483,10,15,.667,11,17,.647,15,30,45,16,3,8,7,14,40,86,.465,7,19,.368,10,16,.625,13,32,45,23,4,5,9,12,
W,111,105,45,83,.542,10,18,.556,11,16,.688,11,27,38,21,8,7,15,25,40,75,.533,10,22,.455,15,22,.682,8,22,30,25,10,3,17,17,
W,101,83,43,80,.538,5,13,.385,10,13,.769,12,33,45,24,8,2,15,18,32,75,.427,5,27,.185,14,19,.737,11,21,32,24,7,0,16,12,
W,103,91,40,76,.526,4,21,.190,19,25,.760,9,35,44,23,10,8,20,21,34,90,.378,4,27,.148,19,27,.704,19,25,44,22,15,4,15,22,
W,111,109,43,82,.524,13,25,.520,12,18,.667,10,23,33,23,8,10,14,12,43,88,.489,12,25,.480,11,12,.917,15,25,40,25,8,2,15,17,
W,112,95,41,80,.513,16,27,.593,14,19,.737,11,23,34,23,13,2,12,16,37,72,.514,3,19,.158,18,22,.818,10,27,37,20,4,2,20,15,
W,120,95,49,77,.636,5,15,.333,17,20,.850,10,31,41,28,9,7,16,19,35,74,.473,11,24,.458,14,17,.824,3,14,17,18,13,3,13,21,
L,81,96,31,78,.397,4,24,.167,15,17,.882,11,35,46,19,4,5,21,18,41,89,.461,8,24,.333,6,9,.667,8,35,43,28,9,2,10,18,
W,86,77,34,76,.447,4,18,.222,14,23,.609,10,34,44,17,7,9,16,20,32,81,.395,2,16,.125,11,15,.733,11,24,35,18,8,4,11,21,
W,106,97,44,91,.484,10,27,.370,8,11,.727,19,30,49,25,8,6,16,22,37,78,.474,6,20,.300,17,23,.739,11,28,39,18,7,8,14,16,
L,102,103,37,73,.507,10,22,.455,18,19,.947,4,30,34,25,6,9,16,20,38,80,.475,5,12,.417,22,26,.846,10,26,36,25,10,2,9,13,
W,112,100,40,73,.548,12,27,.444,20,27,.741,5,36,41,28,6,5,10,19,38,86,.442,9,24,.375,15,20,.750,12,26,38,27,6,3,12,21,
W,98,95,40,83,.482,7,14,.500,11,12,.917,10,34,44,14,8,3,16,22,32,85,.376,7,23,.304,24,27,.889,13,29,42,17,8,3,17,14,
W,107,103,39,88,.443,8,28,.286,21,24,.875,9,35,44,23,14,8,14,23,40,83,.482,10,28,.357,13,22,.591,7,35,42,29,6,4,22,18,
L,81,103,28,74,.378,2,20,.100,23,30,.767,11,27,38,15,11,2,20,24,41,75,.547,5,21,.238,16,21,.762,8,33,41,24,15,3,18,20,
L,117,125,43,93,.462,12,29,.414,19,24,.792,10,27,37,26,9,3,14,30,42,81,.519,13,30,.433,28,39,.718,10,34,44,26,8,2,17,23,
L,104,114,39,80,.488,13,31,.419,13,17,.765,11,29,40,26,8,6,19,17,40,86,.465,11,26,.423,23,24,.958,13,28,41,24,12,1,16,14,
W,113,107,38,77,.494,10,22,.455,27,32,.844,15,24,39,18,10,8,14,18,41,80,.513,10,16,.625,15,20,.750,9,24,33,30,11,1,12,22,
W,116,99,41,82,.500,8,22,.364,26,30,.867,11,33,44,19,10,7,15,29,30,68,.441,8,22,.364,31,40,.775,2,27,29,19,7,4,15,23,
W,125,92,43,76,.566,7,20,.350,32,43,.744,9,48,57,31,12,10,22,22,32,94,.340,10,30,.333,18,26,.692,13,25,38,20,13,0,17,28,
L,122,128,45,90,.500,13,33,.394,19,19,1.000,7,26,33,21,7,4,9,27,42,80,.525,15,27,.556,29,39,.744,11,33,44,21,6,2,14,24,
L,110,114,42,100,.420,12,35,.343,14,21,.667,19,40,59,26,11,2,16,30,38,81,.469,13,31,.419,25,30,.833,1,35,36,31,7,6,15,16,
W,106,98,34,80,.425,11,29,.379,27,34,.794,8,41,49,18,5,7,13,25,33,79,.418,9,25,.360,23,34,.676,8,37,45,18,7,5,13,22,
W,131,102,45,89,.506,13,30,.433,28,30,.933,13,47,60,24,10,11,17,27,37,94,.394,13,27,.481,15,25,.600,12,25,37,23,7,5,14,19,
L,86,109,29,79,.367,9,29,.310,19,27,.704,10,23,33,17,5,4,14,21,40,75,.533,13,24,.542,16,20,.800,8,34,42,26,9,4,18,17,
W,97,85,31,75,.413,13,25,.520,22,28,.786,6,40,46,20,3,6,11,27,29,84,.345,5,22,.227,22,31,.710,13,33,46,21,7,4,5,15,
W,102,95,38,89,.427,10,31,.323,16,20,.800,18,35,53,21,8,7,16,21,36,81,.444,8,22,.364,15,24,.625,9,27,36,27,9,0,12,20,
W</span>,119,118,38,98,.388,12,36,.333,31,38,.816,9,38,47,18,10,4,14,30,41,101,.406,8,29,.276,28,33,.848,14,43,57,17,10,8,18,32,
W,117,96,45,89,.506,11,22,.500,16,21,.762,7,33,40,32,13,6,14,33,30,77,.390,9,28,.321,27,40,.675,12,30,42,20,7,2,20,25,
L</span>,119,128,46,93,.495,12,33,.364,15,19,.789,10,28,38,27,9,2,21,30,45,90,.500,15,38,.395,23,28,.821,12,36,48,27,14,4,20,22,
W,94,81,33,69,.478,9,23,.391,19,25,.760,3,35,38,26,8,8,14,22,31,85,.365,9,18,.500,10,16,.625,17,32,49,17,6,1,16,22,
W,116,96,41,74,.554,11,18,.611,23,26,.885,7,35,42,26,6,7,12,27,36,86,.419,6,21,.286,18,24,.750,16,24,40,23,5,4,14,17,
W,106,94,40,81,.494,6,18,.333,20,23,.870,8,31,39,18,14,5,13,16,38,88,.432,9,22,.409,9,12,.750,13,29,42,18,5,3,18,18,
L,107,111,38,85,.447,13,31,.419,18,20,.900,10,35,45,24,5,8,14,24,33,78,.423,13,31,.419,32,37,.865,9,36,45,21,8,2,11,21,
L,115,122,40,84,.476,9,32,.281,26,32,.813,7,31,38,17,6,4,12,30,45,77,.584,11,23,.478,21,31,.677,5,31,36,17,6,2,12,24,
W,107,92,38,80,.475,12,22,.545,19,27,.704,10,29,39,23,5,4,6,23,34,82,.415,3,14,.214,21,28,.750,13,31,44,13,5,4,9,18,
